stop_id,stop_name,num_lines,stop_code,x_coord,y_coord
101000001,U Fehrbelliner Platz,4,UFBP01,385502.31834625,5816951.85736841
101000002,U Blissestr.,1,UBLI03,385956.99754209,5816421.13703132
101000003,Am Volkspark,1,AMVP01,385929.5864099,5816226.06665506
101000004,Birger-Forell-Platz,1,BFPL01,385933.97557289,5815878.50433028
101000005,Detmolder Str./Blissestr.,1,DEBL01,385923.43240382,5815639.62037689
101000006,Hanauer Str.,2,HANA01,385918.8779761,5815421.01704895
101000007,Deidesheimer Str.,2,DEID01,385907.20314197,5815138.46002966
101000008,Wiesbadener Str./Laubacher Str.,3,WILA01,385814.61102067,5814796.53746599
101000009,Laubenheimer Str.,3,LBHM01,385577.91899372,5814617.65021171
101000010,U Breitenbachplatz,3,UBBP01,385159.98379197,5814393.81554485
101000011,Schorlemerallee,2,SCRL01,384969.78222282,5814224.74037152
101000012,Königin-Luise-Pl./Botan. Garten,2,KLBG01,384687.67646424,5813392.95240109
101000013,Arnimallee,2,ARNA01,384485.57154415,5813339.39374983
101000014,Edwin-Redslob-Str.,2,EDRL01,384181.39891465,5813345.48230801
101000015,U Dahlem-Dorf,3,UDD01,383783.85618648,5813368.4330819
101000017,Alliiertenmuseum,2,ALLI01,382688.03116243,5813211.97719022
101000018,Hüttenweg,2,HUTT01,382576.30048634,5812862.81921211
101000019,U Oskar-Helene-Heim,4,UOHH01,382447.81502762,5812526.68390951
101000020,U Hermannplatz/Urbanstr.,3,UHPU01,393000.68475868,5816528.25561118
101000021,Savignyplatz,2,SAVG02,386115.19473029,5818634.59152468
101000022,Schlüterstr.,2,SLUE01,385835.32678618,5818667.02155009
101000023,Scharfestr.,4,SCHF01,381882.66395067,5811233.9917159
101000026,Kleinaustr.,2,KNAU01,382003.38543541,5810867.01907794
101000027,Zehlendorf Eiche,8,ZEIC01,381718.72502763,5810779.13036701
101000028,Stubenrauchstr.,1,STUB02,382061.76397396,5810350.32532883
101000029,Schönower Park,2,SCOE01,381717.37012336,5809955.19502835
101000030,Leo-Baeck-Str.,3,LEOB01,381930.50883205,5809421.06754302
101000031,Laehrstr.,3,LAEH01,381987.43077555,5809138.20161983
101000032,Am Birkenknick,3,ABKN01,382081.82034149,5808590.53315829
101000033,Am Rehwechsel,3,AMRW01,382119.2441723,5808312.94492571
101000034,Beeskowdamm,3,BEED01,382135.48446071,5808062.45019877
101000035,Wupperstr.,2,WUPP01,382515.78551295,5808000.22262916
101000037,Darser Str.,2,DARS01,383190.17475889,5808732.77355606
101000038,Billy-Wilder-Promenade,2,BWLD01,383582.30974715,5808920.10354714
101000040,Turmstr./Waldstr.,1,TUWA01,386784.95434928,5820973.00668512
101000041,Wismarer Str.,1,WIST06,384773.04320878,5808861.58872113
101000042,Appenzeller Str.,3,APPZ01,384266.32189076,5809380.0841751
101000043,Billy-Wilder-Promenade,2,BWLD02,383449.87377066,5808880.92200631
101000044,Darser Str.,2,DARS02,383175.12663552,5808735.75739207
101000045,Alsterweg,2,ALST01,382779.25708682,5808362.59713177
101000046,Wupperstr.,2,WUPP02,382477.70283796,5807995.94703044
101000047,Beeskowdamm,3,BEED02,382150.96832122,5807993.25141091
101000048,Am Rehwechsel,3,AMRW02,382129.21135486,5808269.15032801
101000049,Am Birkenknick,3,ABKN02,382076.21711681,5808669.54404779
101000050,Laehrstr.,3,LAEH02,382003.5459889,5809091.59934862
101000051,Leo-Baeck-Str.,3,LEOB02,381946.87333029,5809377.26332459
101000052,Schönower Park,2,SCOE02,381754.89297716,5809856.78642796
101000053,Stubenrauchstr.,1,STUB01,382102.42059356,5810348.35912783
101000054,An der Mühle,9,ADMH01,383425.28806558,5828539.71190068
101000055,S Zehlendorf,4,SZFM02,381639.71232963,5810488.95036212
101000057,Scharfestr.,4,SCHF02,381873.12486788,5811168.77595431
101000058,Dröpkeweg,2,DROP01,394509.57481822,5808859.56291233
101000060,Kaiser-Friedrich-Str./Kantstr.,4,KFKA01,384708.6026324,5818773.04771652
101000061,Dohnensteig,2,DOHN01,384297.93203226,5829741.25681423
101000062,Hüttenweg,2,HUTT02,382614.73283617,5812901.48310266
101000063,Dohnensteig,2,DOHN02,384302.64339247,5829731.36331556
101000065,Vogelsang,2,VOGS01,383134.84628827,5813529.36617031
101000067,U Dahlem-Dorf,3,UDD02,383800.4168202,5813361.01915265
101000068,Edwin-Redslob-Str.,2,EDRL02,384118.80454975,5813345.46855195
101000069,Schorlemerallee,2,SCRL02,384956.29194215,5814204.19157581
101000070,U Breitenbachplatz,3,UBBP02,385199.9362696,5814386.14816523
101000071,Laubenheimer Str.,3,LBHM02,385559.33068961,5814586.7028266
101000072,Wiesbadener Str./Laubacher Str.,3,WILA02,385823.86156184,5814783.46936393
101000073,Deidesheimer Str.,2,DEID02,385907.09669062,5815074.86615688
101000074,Hanauer Str.,2,HANA02,385922.61295288,5815438.74606912
101000075,Detmolder Str./Blissestr.,1,DEBL02,385935.64629907,5815666.38842406
101000076,S Lichterfelde Süd,2,SLIS01,385207.95987762,5808090.28875628
101000077,Am Volkspark,1,AMVP02,385940.69998131,5816221.35694693
101000078,U Blissestr.,1,UBLI04,385966.66318629,5816403.55257307
101000079,U Fehrbelliner Platz,4,UFBP02,385576.03503638,5816900.4496248
101000080,S Lichterfelde Süd,1,SLIS06,385252.85242208,5808090.03588074
101000081,Winfriedstr.,3,WINF03,382481.16354314,5811177.51514502
101000082,Holländische Mühle,2,HLLM01,382873.83495199,5811366.03887684
101000083,Thielallee/Dahlemer Weg,2,THDW01,383239.36675373,5811542.18475358
101000084,Von-Laue-Str.,2,VLAU01,383677.25254413,5811763.74773414
101000085,Unter den Eichen/Drakestr.,1,UDED04,383975.60901897,5811930.36541902
101000086,Fabeckstr.,1,FABK03,384471.29166088,5812214.82901311
101000087,Asternplatz,1,ASTP01,384749.50802955,5812374.23173597
101000088,Unter den Eichen/Botan. Garten,1,UDEB01,385183.70267325,5812617.26500592
101000089,Braillestr.,1,BRLL01,385578.98360103,5812822.53897058
101000090,S+U Rathaus Steglitz,4,SURZ01,385931.90061573,5813223.9004517
101000091,Kieler Str.,5,KIEL01,386057.85888359,5813427.19760322
101000092,U Schloßstr.,4,USCH01,386220.45224837,5813685.08749109
101000093,U Walther-Schreiber-Platz,3,UWSP01,386483.62817261,5814110.45518628
101000095,Knausplatz,3,KNPL01,387131.77922975,5813999.43743645
101000096,Lauenburger Platz,2,LAPL01,387170.45133365,5813735.11871896
101000097,Bismarckstr./Bergstr.,2,BIBE01,387155.80847387,5813280.62734371
101000098,Selerweg,2,SLWG01,387121.74496527,5812882.7004079
101000099,Steglitzer Damm/Bismarckstr.,3,STBI01,387109.22550487,5812492.56857789
101000100,S+U Hauptbahnhof,1,HBF01,389328.98282659,5820878.95805305
101000101,Siemensstr./Halskestr.,3,SIHA01,387361.24619494,5812062.79999685
101000102,Leonorenstr./Siemensstr.,2,LESI01,387056.14736236,5811735.81801011
101000103,Mozartstr.,2,MZRT02,386534.46836052,5811498.64668072
101000104,Gärtnerstr.,2,GRTN01,386312.03747239,5811307.19461
101000105,Stadion Lichterfelde,2,STLI01,386102.80533064,5811109.98216545
101000106,Boothstr.,2,BTHS01,385913.35101712,5810848.80069294
101000107,Promenadenstr.,2,PROM01,385813.444397,5810685.30525914
101000108,S+U Hauptbahnhof,4,HBF10,389276.1939384,5820867.40665039
101000110,S+U Hauptbahnhof,3,HBF11,389280.43141195,5820933.87769212
101000111,Jägerstr.,1,JGST01,386533.10852184,5809827.87836761
101000112,Lange Str.,1,LAST01,386650.22743294,5809523.86777115
101000113,Geraer Str.,1,GERA01,386765.5068558,5809186.29711353
101000114,Stanzer Zeile,2,STNZ01,386959.72725253,5808740.74390052
101000115,Wildmeisterdamm,1,WMDM01,395665.86519406,5809542.43207961
101000116,Brockenstr.,1,BROC01,394821.14326528,5815991.56648177
101000117,S Marienfelde,4,SMF01,389470.79063888,5809431.07912615
101000118,Zweiwinkelweg,1,ZWWW01,374413.41009255,5821902.41175199
101000119,Zweiwinkelweg,1,ZWWW02,374315.1062566,5821912.58064916
101000120,St. Marien-Krankenhaus,1,STMK01,387659.97299621,5809550.4783126
101000121,Havensteinstr.,1,HAVE01,387579.16780349,5810402.16237886
101000122,Lankwitz Kirche,5,LKWK01,387601.78944386,5810808.50851252
101000123,Bergmannstr.,2,BRGM02N,390445.71960523,5816715.13785515
101000124,Havensteinstr.,1,HAVE02,387574.63655113,5810342.65475185
101000125,St. Marien-Krankenhaus,1,STMK02,387648.32352181,5809616.09773867
101000126,Blankenhainer Str.,1,BLKH01,387723.12331399,5809311.09124219
101000127,Brotteroder Str.,1,BRTT01,387830.52704649,5809074.86805808
101000129,Olafstr.,2,OLAF01,385315.07148903,5832123.3455031
101000130,Olafstr.,3,OLAF02,385323.75027452,5832122.37363077
101000132,Geraer Str.,1,GERA02,386782.30215985,5809149.28865452
101000133,Lange Str.,1,LAST02,386664.46437286,5809494.3066831
101000134,Jägerstr.,1,JGST02,386558.60786176,5809769.99250442
101000135,U Wittenau,4,UWIN01,387086.49863312,5828518.60919746
101000136,Jungfernstieg,2,JGFS01,386075.54910941,5810023.3657327
101000137,Promenadenstr.,2,PROM02,385786.75184648,5810638.32063526
101000138,Boothstr.,2,BTHS02,385894.99023567,5810814.05189441
101000139,Stadion Lichterfelde,2,STLI02,386088.96716099,5811092.44282301
101000140,U Blissestr.,3,UBLI05,385933.01606623,5816516.88370951
101000141,Gärtnerstr.,2,GRTN02,386276.88208715,5811272.36592703
101000142,Mozartstr.,2,MZRT03,386692.8941284,5811574.23039762
101000143,Leonorenstr./Siemensstr.,1,LESI02,387069.81360211,5811728.96056822
101000144,Siemensstr./Halskestr.,3,SIHA02,387392.11506621,5812087.70815681
101000145,Unter den Eichen/Drakestr.,1,UDED01,384048.78170896,5811945.0732249
101000146,Steglitzer Damm/Bismarckstr.,2,STBI02,387071.05773522,5812551.98983148
101000148,Bismarckstr./Bergstr.,2,BIBE02,387165.82843493,5813308.13867676
101000149,Lauenburger Platz,2,LAPL02,387177.78633816,5813658.29041369
101000150,S+U Hauptbahnhof,3,HBF12,389337.29102983,5820862.34209192
101000151,S Feuerbachstr.,3,SFBS01,386679.15721984,5813939.15110932
101000152,S Wannsee,5,SWS01,376129.28546915,5809495.70703396
101000153,U Walther-Schreiber-Platz,3,UWSP02,386382.7973266,5813982.58109366
101000154,U Schloßstr.,4,USCH02,386236.91738098,5813746.47685845
101000155,Kieler Str.,5,KIEL02,385991.0735107,5813349.07249135
101000156,Badeweg,1,BAWG01,376688.61496528,5810627.34344163
101000157,Braillestr.,1,BRLL02,385500.64118697,5812799.02722512
101000158,Unter den Eichen/Botan. Garten,1,UDEB02,385155.46923654,5812615.2991728
101000159,Asternplatz,1,ASTP02,384728.66581277,5812392.92645391
101000160,Fabeckstr.,1,FABK04,384448.7435321,5812233.25348074
101000161,Badeweg,1,BAWG02,376707.8827493,5810636.17455482
101000162,Von-Laue-Str.,2,VLAU02,383724.88483918,5811818.23789535
101000163,Thielallee/Dahlemer Weg,2,THDW02,383235.85156216,5811567.95204624
101000164,Holländische Mühle,2,HLLM02,382858.01102592,5811386.04633278
101000165,Winfriedstr.,3,WINF04,382383.51634405,5811143.17389748
101000166,Kleinaustr.,2,KNAU02,381982.3367697,5810880.11074932
101000167,Zehlendorf Eiche,10,ZEIC02,381697.73383969,5810879.32266993
101000168,Schützallee,4,SCHA01,382085.85045468,5811591.31107026
101000169,Leichhardtstr.,3,LCHR01,382259.20954822,5811973.79057252
101000171,U Krumme Lanke,1,UKRL10,380418.179178,5811808.29295202
101000172,Onkel-Tom-Str.,2,OTMS02,381180.24450364,5812556.87470668
101000173,Altkanzlerstr.,2,ALTK01,380672.97281962,5812136.64046059
101000174,U Krumme Lanke,2,UKRL01,380402.69423956,5811784.79322711
101000175,S Mexikoplatz,2,SMEX01,379816.25956603,5811160.97307335
101000176,Potsdamer Ch./Lindenthaler Allee,2,PCLI03,379580.90619458,5810431.5821771
101000177,Lissabonallee,2,LISA02,379303.58509669,5810335.44912952
101000178,Krankenhaus Hubertus,2,KRHU01,378952.25988452,5810596.51968108
101000179,Schopenhauerstr.,2,SCPH01,378422.45806052,5810816.28148082
101000180,Lückhoffstr.,2,LHFF01,378098.93981553,5810830.63112144
101000181,An der Rehwiese,2,ADRW01,377637.63232809,5810850.49119703
101000183,Wannseebadweg,2,WSBW01,376846.40597308,5810784.73994714
101000184,Wasserwerk Beelitzhof,1,WWBH01,376600.37695125,5810393.63082522
101000185,Am Sandwerder,1,AMSW01,376655.03982188,5810128.79780177
101000186,S Wannsee,5,SWS02,376080.15433847,5809476.25181892
101000187,Wannseebrücke,5,WSBR01,375859.16372573,5809355.25081873
101000188,Wernerstr.,4,WERN01,374863.36409265,5809306.77615191
101000189,Pfaueninselchaussee/Königstr.,4,PFKS01,374456.76748367,5809243.20522668
101000190,Rathaus Wannsee,3,RHWS01,374114.72167587,5809198.61333322
101000191,Charlottenstr./Chausseestr.,2,CHCS01,373841.33358685,5808809.41154642
101000192,Königshorster Str.,3,KHST01,388344.28245223,5828653.1418305
101000193,Charlottenstr./Chausseestr.,2,CHCS02,373893.39148859,5808881.02573338
101000194,Rathaus Wannsee,3,RHWS02,374082.30190924,5809176.42923854
101000195,Pfaueninselchaussee/Königstr.,4,PFKS02,374461.18109781,5809233.52167079
101000196,Wernerstr.,4,WERN02,374880.01915051,5809298.96258555
101000197,Wannseebrücke,5,WSBR02,375835.00239675,5809352.01062464
101000198,S Wannsee,5,SWS03,376122.54472304,5809475.5392483
101000199,Am Sandwerder,1,AMSW02,376686.05266762,5810082.11359077
101000200,Wasserwerk Beelitzhof,1,WWBH02,376614.10965088,5810442.86422697
101000201,Wannseebadweg,1,WSBW02,376885.43466997,5810807.49911665
101000203,An der Rehwiese,2,ADRW02,377663.46770758,5810847.29927582
101000204,Lückhoffstr.,2,LHFF02,378062.53574125,5810830.32161678
101000205,Schopenhauerstr.,2,SCPH02,378415.02830949,5810814.81834408
101000206,Krankenhaus Hubertus,2,KRHU02,378856.91777864,5810646.53312933
101000207,Lissabonallee,2,LISA03,379316.77377479,5810313.80305354
101000208,Potsdamer Ch./Lindenthaler Allee,2,PCLI04,379580.51386695,5810405.58466852
101000209,S Mexikoplatz,2,SMEX03,379808.5323446,5811138.41566698
101000210,U Krumme Lanke,2,UKRL02,380411.61706035,5811764.722907
101000211,Altkanzlerstr.,2,ALTK02,380714.03434982,5812155.8629956
101000212,Onkel-Tom-Str.,2,OTMS01,381132.83040265,5812508.97989315
101000213,Dillenburger Str.,2,DILL02,385012.56969622,5814503.00657208
101000214,Illigstr./Maffeistr.,1,ILMA01,390158.74160795,5805730.85672633
101000215,Leichhardtstr.,3,LCHR02,382241.57594514,5811966.63509301
101000216,Schützallee,4,SCHA02,382112.97763756,5811671.78459601
101000217,S Zehlendorf,8,SZFM03,381638.22268585,5810552.47289161
101000218,Knesebeckstr.,1,KNSE01,382214.7902251,5810168.13589216
101000219,Jänickestr.,1,JANC01,382427.43455537,5809981.49795816
101000220,Mürwiker Str.,1,MWKS01,382901.82687015,5809761.19472864
101000221,Pinnauweg,1,PINN01,383166.028081,5809272.40299413
101000222,Pinnauweg,1,PINN02,383088.91539696,5809308.36659041
101000223,Mürwiker Str.,1,MWKS02,382883.68043887,5809816.43319446
101000224,Jänickestr.,1,JANC02,382463.69207771,5809973.80896984
101000225,Knesebeckstr.,1,KNSE02,382230.49243041,5810136.7341115
101000226,U Rathaus Neukölln,1,URNK02N,393678.26054818,5815740.7318371
101000227,U Rathaus Neukölln,2,URNK03,393826.55149089,5815698.9074224
101000228,U Rathaus Neukölln/A.-Scholz-Pl.,3,URNA01,393796.56252475,5815599.38837311
101000229,Morusstr.,2,MORU01,393525.52079949,5815406.9530784
101000230,Herrfurthstr.,2,HRRF01,393168.50426108,5815341.65363507
101000231,U Boddinstr.,3,UBOD02,393087.25830583,5815496.58130852
101000232,Fontanestr./Flughafenstr.,1,FOFL01,392729.65008993,5815631.67598185
101000233,Friedhöfe Columbiadamm,1,FHCO01,391937.53346814,5815859.1295251
101000234,Columbiadamm/Friesenstr.,2,COFR01,390928.83711463,5816102.59783127
101000235,U Seestr.,2,USEE01,388334.71995913,5823625.27093687
101000237,Dudenstr./Katzbachstr.,1,DUKB01,389825.19044472,5816233.17138323
101000238,Kolonnenbrücke,1,KOBR01,389498.51167487,5816243.6934582
101000239,Monumentenstr.,1,MONM01,389780.42697401,5816566.10478985
101000240,Friedenstr.,1,FRDN01,373417.78531256,5809074.75243836
101000241,Galenstr.,10,GALS02,377548.47337827,5822151.23531094
101000242,Borkzeile,3,BRKZ01,377374.47785864,5822214.4409212
101000243,Spekteweg,2,SPKW01,376819.00069261,5822871.49582938
101000244,Falkenseer Chaussee/Zeppelinstr.,4,FAZE01,376811.79095535,5823532.90186473
101000245,Westerwaldstr.,3,WWLD02,376401.23126581,5823671.01775226
101000246,Mülheimer Str.,2,MLHM01,376073.53077013,5823780.94942
101000247,Am Kiesteich,2,AMKT01,375555.75796961,5823954.89743407
101000248,Beerwinkel,1,BWKL01,375366.87604836,5824018.59027078
101000249,Falkenseer Chaussee/Stadtrandstr,1,FAST01,374830.61167062,5824235.3010053
101000251,Temmeweg,4,TEMM01,372907.89554176,5812641.94525302
101000252,Temmeweg,4,TEMM02,372926.47652478,5812667.58420763
101000254,S+U Heidelberger Platz,1,SUHD02N,385461.88410167,5815809.28535554
101000255,S Hohenzollerndamm,1,SHZD01N,384768.98398868,5816701.01883887
101000256,U Platz der Luftbrücke,2,UPL01,390349.92876391,5816215.9905418
101000257,Sommerbad Neukölln,1,SONK01,392427.2350081,5815666.52991464
101000258,Sommerbad Neukölln,1,SONK02,392368.31330035,5815696.64273214
101000261,Drosselweg,2,DRSS01,383648.26677377,5813757.79154703
101000262,Drosselweg,2,DRSS02,383670.62773963,5813808.46200005
101000263,Erkstr.,2,ERKS01,394054.85848079,5815742.46315894
101000265,Goethestr.,1,GTHE01,385595.66682082,5818999.55404492
101000266,Erkstr.,2,ERKS02,394088.90146475,5815786.81579275
101000267,Falkenseer Chaussee/Stadtrandstr,2,FAST02,374851.23555075,5824178.90510268
101000268,Beerwinkel,1,BWKL02,375418.34005366,5823980.31963809
101000269,Am Kiesteich,3,AMKT02,375657.01348172,5823900.17179931
101000270,Mülheimer Str.,2,MLHM02,376108.51496894,5823748.49032358
101000271,Westerwaldstr.,4,WWLD03,376503.37432153,5823615.6757386
101000273,Spekteweg,2,SPKW02,376804.87390112,5822864.76235932
101000274,Osloer Str./Prinzenallee,1,OSPR01,390425.27895851,5824038.42197112
101000275,Borkzeile,3,BRKZ02,377279.31301617,5822258.15876769
101000276,Galenstr.,3,GALS03,377532.97870039,5822151.43380551
101000277,Schallweg,4,SCLL01,373671.58059263,5813388.90137478
101000278,Hottengrund,3,HOTT02,372688.18897772,5812358.49274565
101000279,Rathenauplatz,2,RPL01,383799.45909855,5817621.08392038
101000280,Hottengrund,1,HOTT01,372653.15695724,5812293.66095393
101000281,Gößweinsteiner Gang,4,GSWG01,373052.12289025,5812811.99401716
101000282,Parnemannweg,3,PRNM01,373562.37211754,5812988.68704239
101000283,Alt-Kladow,5,ALKL05,373927.90816657,5813232.92641928
101000284,Schwabinger Weg,3,SWBW01,373479.03938726,5813670.45057282
101000285,Gredinger Str.,3,GRED01,373223.75844898,5814007.89406697
101000286,Waldallee,3,WLDA01,372901.92613348,5814463.69772849
101000287,Seekorso,3,SEEK01,372756.03781208,5814700.66737529
101000288,Kurpromenade,2,KURP01,372562.79220158,5815034.7273211
101000289,Gutsstr.,2,GUTS01,372371.55142245,5815558.69986998
101000290,Leonardo-da-Vinci-Str.,1,LEOV01,372997.02198171,5815167.9667983
101000292,Rex-Waite-Str.,1,REWA01,372858.73680335,5815473.89390625
101000293,Gutsstr.,1,GUTS04,372385.52960676,5815536.53484412
101000294,Selerweg,2,SLWG02,387132.71111853,5812912.59354494
101000295,U Wittenbergplatz,7,UWIT01,387449.58051208,5818201.44069757
101000296,U Uhlandstr.,6,UUHL02,386394.192024,5818283.01357986
101000297,Gutsstr.,2,GUTS02,372360.85001562,5815537.06184769
101000298,Kurpromenade,3,KURP02,372539.48419139,5815086.67162735
101000299,Seekorso,3,SEEK02,372700.81918053,5814773.21492283
101000300,Waldallee,3,WLDA02,372910.03206123,5814442.84327573
101000301,Gredinger Str.,4,GRED02,373184.47039601,5814050.64320582
101000302,Schwabinger Weg,4,SWBW02,373511.57762875,5813620.13219246
101000303,Alt-Kladow,5,ALKL01,373880.1192246,5813107.23906774
101000304,Parnemannweg,4,PRNM02,373458.74348229,5812960.66339443
101000305,Gößweinsteiner Gang,4,GSWG02,373075.48216412,5812831.04394285
101000306,Marathonallee,1,MARA01,381908.62705784,5819745.07215755
101000307,Quellweg,3,QUWG01,382536.07796122,5822129.60572407
101000308,Veitstr.,2,VEIT01,383964.08063607,5827564.03134982
101000309,Rohrdammbrücke,1,RODB01,382626.52262835,5821228.33011102
101000310,Friedhöfe Fürstenbrunner Weg,1,FFBW01,383252.72813517,5820825.73607127
101000311,U Neu-Westend,2,UNWD01,381962.48471556,5819890.13462697
101000312,Hessenallee,2,HSAL01,382179.57847308,5819669.61801991
101000313,Reichsstr./Kastanienallee,2,REKA01,382488.49863878,5819355.95625059
101000314,U Theodor-Heuss-Platz Süd,8,UTHS01,382780.06862366,5819029.22093269
101000315,Badenallee,1,BADA01,381846.74939239,5819341.36821859
101000316,S Messe Nord/ICC,5,SMNO02,383494.15201959,5818746.15600368
101000317,Kuno-Fischer-Str.,1,KUNO01,383937.59175714,5818760.01382291
101000318,Stuthirtenweg,1,STUT02,394524.40798015,5808629.80257851
101000321,S Halensee,3,SHLS01,383951.13441409,5817711.11668642
101000322,Rathenauplatz,4,RPL02,383718.28250125,5817586.75817814
101000323,Bismarckplatz,2,BSMP01,383555.60236297,5817130.16821485
101000324,Preysingstr.,2,PREY01,388804.21961296,5809830.01905442
101000325,Waldkrankenhaus,1,WKHS01,375173.94157875,5825188.02485622
101000326,Elgersburger Str.,1,ELGB01,383575.51045743,5816163.14478327
101000327,Elsterplatz,3,ELST02,383577.7796909,5815719.82201897
101000328,Rathaus Schmargendorf,3,RSMD01,383723.75783583,5815508.76310926
101000329,Berkaer Str./Breite Str.,2,BKBR01,383873.2184784,5815254.53846412
101000330,Platz am Wilden Eber,2,PLWE01,383812.93821389,5814803.20619692
101000331,Im Dol,2,IDOL01,383715.35221248,5814146.59868166
101000332,Domäne Dahlem,2,DODA03,383613.35617109,5813436.47096803
101000333,Löhleinstr.,3,LOHL01,383496.9123697,5812860.51485074
101000334,Fr.-Olbricht-D./Saatwinkler Damm,1,FOSD03,385459.09914351,5823304.40963226
101000335,Kolonie Haselbusch,2,KOHA01,380084.04071129,5823982.19052097
101000336,Schuchardtweg,1,SCUC01,373826.62196894,5809150.87920673
101000337,S Hohenzollerndamm,2,SHZD02,384779.45500735,5816725.71081743
101000338,Schrockstr.,2,SRCK01,381361.96803378,5810059.64418974
101000339,Behring-Krankenhaus,2,BKHS01,381100.60372095,5809592.83189528
101000340,Ludwigsfelder Str./Sachtlebenstr,2,LFSL01,381007.51009489,5809003.62835041
101000341,Ludwigsfelder Str./Sachtlebenstr,2,LFSL02,380995.5846009,5809065.25610785
101000342,Behring-Krankenhaus,2,BKHS02,381128.92157698,5809656.79097368
101000343,Schrockstr.,2,SRCK02,381330.60864034,5810009.24483967
101000344,S+U Heidelberger Platz,1,SUHD03N,385396.92544453,5815832.02399823
101000345,S Messe Nord/ICC,2,SMNO01,383629.91785558,5818827.53258001
101000346,Stieffring,1,STFF01,385608.74968389,5822950.30791839
101000347,Fr.-Olbricht-D./Saatwinkler Damm,1,FOSD01,385509.60327484,5823283.74209663
101000348,Löhleinstr.,3,LOHL02,383499.70105855,5812886.06562659
101000349,Goebelplatz,1,GBLP01,383306.11686481,5822326.97143759
101000350,Im Dol,2,IDOL02,383729.58263364,5814137.62604268
101000351,Fr.-Olbricht-D./Saatwinkler Damm,1,FOSD02,385478.98499369,5823235.52817806
101000352,Berkaer Str./Breite Str.,2,BKBR02,383903.32123669,5815249.66398097
101000353,Rathaus Schmargendorf,3,RSMD02,383756.30260725,5815474.54045476
101000354,Elsterplatz,3,ELST03,383594.44425963,5815707.40803751
101000355,Elgersburger Str.,1,ELGB02,383585.54792929,5816117.75943918
101000356,Herthastr.,2,HRTH01,383506.23414318,5816474.34302359
101000357,S Halensee,2,SHLS03,383878.62859408,5817684.30125713
101000358,Stieffring,1,STFF02,385607.65222292,5822908.29959849
101000359,Rathenauplatz,4,RPL03,383684.93249625,5817536.89388373
101000360,S Halensee,3,SHLS02,383956.99006794,5817692.80572229
101000361,Agathe-Lasch-Platz,3,AGLP01,384386.57052634,5817793.03409425
101000362,S Lichterfelde West,1,SLFW01,384207.30157016,5811704.47213183
101000363,Amtsgerichtsplatz,1,AMTG01,384309.34926002,5818821.64093081
101000364,Kuno-Fischer-Str.,1,KUNO02,383914.39105451,5818775.85360703
101000365,S Messe Nord/ICC,5,SMNO03,383451.48827429,5818763.86302282
101000366,Messedamm/ZOB,1,MDZO01,383322.7484474,5818819.40791011
101000367,U Theodor-Heuss-Platz,8,UTHP02,382795.11900181,5819158.22745723
101000368,Reichsstr./Kastanienallee,3,REKA02,382548.83368081,5819331.70734292
101000369,Hessenallee,3,HSAL02,382222.12630316,5819661.70631765
101000370,U Neu-Westend,3,UNWD02,382007.63858385,5819877.48424609
101000371,Königin-Elisabeth-S./Spandauer D,1,KESD01,383295.76122096,5820123.36067894
101000372,Knobelsdorffstr.,1,KNBD01,383370.63499011,5819423.2668071
101000373,U Kaiserdamm,1,UKD01,383380.937515,5819228.87784252
101000374,Messedamm/ZOB,1,MDZO02,383320.79572188,5818869.14209116
101000375,U Rohrdamm,4,URDM01,382070.59233802,5822208.15989066
101000376,Stieffring,1,STFF03,385566.64444528,5823054.97043462
101000377,Hanielweg,1,HANI01,388897.54812167,5808690.12066863
101000378,General-Ganeval-Brücke,1,GGBR01,384412.44582332,5823545.91533438
101000379,Lankwitz Kirche,3,LKWK02,387489.78860134,5810808.13474901
101000380,Drakestr./Ringstr.,3,DRRI01,384437.13444611,5811340.83609237
101000381,Holbeinstr.,1,HOLB01,384626.44733213,5811055.64811231
101000382,Karwendelstr.,1,KARW01,384914.86955687,5810599.99074789
101000383,Goerzallee/Drakestr.,2,GODR02,385054.64342086,5810382.95036858
101000384,Ostpreußendamm/Königsberger S.,3,ODKO01,385690.72808364,5810252.66883745
101000385,Jungfernstieg,2,JGFS02,386085.092518,5810004.58320318
101000386,Kranoldplatz,3,KRNP01,386242.47216853,5809819.89820902
101000387,Oberhofer Platz,3,OBPL05,386305.40443099,5809558.61791693
101000388,Grabenstr.,3,GRAB01,386190.20059489,5809194.73357855
101000389,Heinersdorfer S/Hildburghauser S,3,HEHI01,386095.00553736,5808973.85903728
101000390,Saaleckplatz,3,SECK01,386043.04409335,5808686.46293424
101000391,Heinersdorfer S/Hildburghauser S,3,HEHI02,386060.01766508,5808869.22255281
101000392,Grabenstr.,3,GRAB02,386214.76748385,5809245.86467715
101000393,Oberhofer Platz,3,OBPL02,386363.64724757,5809582.01907696
101000394,Kranoldplatz,3,KRNP02,386212.3890641,5809909.97358432
101000395,Ostpreußendamm/Königsberger S.,2,ODKO02,385690.62519449,5810262.86438415
101000396,Goerzallee/Drakestr.,2,GODR03,385112.50630743,5810344.55200686
101000397,Karwendelstr.,1,KARW02,384912.01062485,5810628.34501787
101000398,Holbeinstr.,1,HOLB02,384607.1131217,5811090.71036816
101000399,S Halensee,2,SHLS04,383977.28755774,5817698.1229923
101000400,Drakestr./Gardeschützenweg,2,DKGD01,384270.25353901,5811617.78079242
